"species_id","hectad_id","week_no","nrec"
"3",2450,35,1
"3",2450,36,1
"3",2450,37,1
"3",2450,38,1
"32",2450,29,1
"32",2450,30,1
"32",2450,31,1
"36",2450,9,1
"36",2450,10,1
"36",2450,11,1
"36",2450,12,1
"36",2450,13,1
"36",2450,14,1
"36",2450,18,1
"36",2450,19,3
"36",2450,20,4
"36",2450,21,3
"36",2450,22,1
"36",2450,33,1
"36",2450,34,1
"36",2450,35,1
"36",2450,37,1
"36",2450,38,1
"36",2450,39,1
"37",2450,19,1
"37",2450,20,1
"37",2450,21,1
"37",2450,29,1
"37",2450,30,1
"37",2450,31,1
"37",2450,36,2
"37",2450,37,2
"37",2450,38,2
"4",2450,25,1
"4",2450,26,3
"4",2450,27,5
"4",2450,28,5
"4",2450,29,4
"4",2450,30,5
"4",2450,31,5
"4",2450,32,5
"4",2450,33,2
"4",2450,34,1
"4",2450,35,1
"4",2450,36,4
"4",2450,37,5
"4",2450,38,4
"4",2450,39,1
"4",2450,40,1
"4",2450,41,2
"4",2450,42,2
"4",2450,43,1
"40",2450,5,1
"40",2450,6,1
"40",2450,7,1
"40",2450,9,1
"40",2450,10,1
"40",2450,11,1
"40",2450,17,3
"40",2450,18,3
"40",2450,19,4
"40",2450,20,1
"40",2450,21,1
"40",2450,27,2
"40",2450,28,3
"40",2450,29,3
"40",2450,30,1
"40",2450,33,1
"40",2450,34,1
"40",2450,35,2
"40",2450,36,1
"40",2450,37,3
"40",2450,38,2
"40",2450,39,2
"40",2450,42,2
"40",2450,43,2
"40",2450,44,2
"41",2450,36,1
"41",2450,37,1
"41",2450,38,1
"41",2450,41,1
"41",2450,42,1
"41",2450,43,1
"41",2450,50,1
"41",2450,51,1
"41",2450,52,1
"44",2450,47,1
"44",2450,48,1
"44",2450,49,1
"5",2450,21,2
"5",2450,22,3
"5",2450,23,3
"5",2450,24,1
"5",2450,25,4
"5",2450,26,6
"5",2450,27,7
"5",2450,28,4
"5",2450,29,5
"5",2450,30,7
"5",2450,31,10
"5",2450,32,8
"5",2450,33,6
"5",2450,34,2
"5",2450,35,1
"5",2450,36,2
"5",2450,37,3
"5",2450,38,3
"5",2450,39,1
"7",2450,28,1
"7",2450,29,1
"7",2450,30,2
"7",2450,31,1
"7",2450,32,1
"7",2450,36,1
"7",2450,37,1
"7",2450,38,1
"8",2450,26,2
"8",2450,27,2
"8",2450,28,2
"8",2450,29,2
"8",2450,30,3
"8",2450,31,7
"8",2450,32,5
"8",2450,33,5
"8",2450,34,1
"8",2450,35,1
"8",2450,36,8
"8",2450,37,10
"8",2450,38,10
"8",2450,39,4
"8",2450,40,2
"8",2450,41,2
"26",2451,32,1
"26",2451,33,1
"26",2451,34,1
"36",2451,19,2
"36",2451,20,2
"36",2451,21,2
"4",2451,28,1
"4",2451,29,1
"4",2451,30,1
"4",2451,32,1
"4",2451,33,1
"4",2451,34,1
"4",2451,35,1
"4",2451,36,1
"4",2451,37,1
"5",2451,32,1
"5",2451,33,1
"5",2451,34,1
"15",2452,20,1
"15",2452,21,2
"15",2452,22,6
"15",2452,23,5
"15",2452,24,7
"15",2452,25,4
"15",2452,26,5
"15",2452,27,3
"15",2452,28,3
"15",2452,29,3
"15",2452,30,4
"15",2452,31,4
"15",2452,32,6
"15",2452,33,5
"15",2452,34,4
"15",2452,35,1
"15",2452,36,1
"15",2452,37,1
"15",2452,38,1
"15",2452,39,1
"15",2452,40,1
"15",2452,41,1
"15",2452,45,1
"15",2452,46,1
"15",2452,47,1
"17",2452,37,1
"17",2452,38,1
"17",2452,39,1
"18",2452,30,1
"18",2452,31,1
"18",2452,32,1
"18",2452,33,1
"18",2452,34,1
"18",2452,35,1
"20",2452,18,1
"20",2452,19,1
"20",2452,20,2
"20",2452,21,1
"20",2452,22,3
"20",2452,23,3
"20",2452,24,4
"20",2452,25,2
"20",2452,26,1
"20",2452,27,1
"20",2452,28,3
"20",2452,29,5
"20",2452,30,11
"20",2452,31,13
"20",2452,32,12
"20",2452,33,8
"20",2452,34,6
"20",2452,35,8
"20",2452,36,6
"20",2452,37,5
"20",2452,38,2
"20",2452,39,1
"26",2452,27,1
"26",2452,28,1
"26",2452,29,1
"28",2452,31,1
"28",2452,32,1
"28",2452,33,1
"3",2452,25,1
"3",2452,26,1
"3",2452,27,1
"3",2452,29,1
"3",2452,30,3
"3",2452,31,3
"3",2452,32,2
"3",2452,33,1
"3",2452,34,1
"3",2452,35,2
"3",2452,36,1
"3",2452,37,1
"36",2452,30,1
"36",2452,31,1
"36",2452,32,1
"37",2452,30,1
"37",2452,31,1
"37",2452,32,1
"4",2452,29,1
"4",2452,30,3
"4",2452,31,4
"4",2452,32,3
"4",2452,33,1
"4",2452,35,1
"4",2452,36,2
"4",2452,37,2
"4",2452,38,1
"40",2452,16,1
"40",2452,17,1
"40",2452,18,2
"40",2452,19,2
"40",2452,20,2
"40",2452,21,1
"40",2452,30,1
"40",2452,31,1
"40",2452,32,1
"40",2452,33,3
"40",2452,34,3
"40",2452,35,3
"42",2452,33,1
"42",2452,34,1
"42",2452,35,1
"5",2452,24,1
"5",2452,25,1
"5",2452,26,1
"5",2452,28,1
"5",2452,29,2
"5",2452,30,7
"5",2452,31,6
"5",2452,32,5
"5",2452,35,2
"5",2452,36,3
"5",2452,37,3
"5",2452,38,1
"8",2452,30,3
"8",2452,31,4
"8",2452,32,5
"8",2452,33,2
"8",2452,34,2
"8",2452,35,2
"8",2452,36,3
"8",2452,37,2
"8",2452,38,1
"15",2453,21,1
"15",2453,22,1
"15",2453,23,1
"15",2453,25,1
"15",2453,26,1
"15",2453,27,1
"15",2453,30,1
"15",2453,31,1
"15",2453,32,1
"15",2453,35,1
"15",2453,36,2
"15",2453,37,3
"15",2453,38,2
"15",2453,39,1
"17",2453,26,1
"17",2453,27,1
"17",2453,28,1
"17",2453,31,1
"17",2453,32,1
"17",2453,33,1
"17",2453,35,1
"17",2453,36,1
"17",2453,37,1
"18",2453,26,1
"18",2453,27,1
"18",2453,28,1
"18",2453,30,1
"18",2453,31,1
"18",2453,32,1
"18",2453,34,1
"18",2453,35,1
"18",2453,36,1
"20",2453,27,1
"20",2453,28,1
"20",2453,29,1
"15",2454,19,1
"15",2454,20,1
"15",2454,21,6
"15",2454,22,6
"15",2454,23,8
"15",2454,24,6
"15",2454,25,5
"15",2454,26,4
"15",2454,27,1
"15",2454,28,3
"15",2454,29,3
"15",2454,30,6
"15",2454,31,5
"15",2454,32,5
"15",2454,33,2
"15",2454,34,2
"15",2454,35,2
"15",2454,36,6
"15",2454,37,5
"15",2454,38,4
"15",2454,39,1
"15",2454,40,2
"15",2454,41,3
"15",2454,42,2
"15",2454,43,1
"17",2454,41,1
"17",2454,42,1
"17",2454,43,1
"18",2454,28,1
"18",2454,29,1
"18",2454,30,1
"20",2454,20,1
"20",2454,21,1
"20",2454,22,3
"20",2454,23,3
"20",2454,24,5
"20",2454,25,5
"20",2454,26,6
"20",2454,27,9
"20",2454,28,9
"20",2454,29,11
"20",2454,30,8
"20",2454,31,12
"20",2454,32,11
"20",2454,33,10
"20",2454,34,11
"20",2454,35,15
"20",2454,36,20
"20",2454,37,18
"20",2454,38,12
"20",2454,39,7
"20",2454,40,2
"20",2454,41,1
"28",2454,19,2
"28",2454,20,3
"28",2454,21,4
"28",2454,22,3
"28",2454,23,2
"28",2454,24,2
"28",2454,25,3
"28",2454,26,4
"28",2454,27,6
"28",2454,28,4
"28",2454,29,5
"28",2454,30,2
"28",2454,31,4
"28",2454,32,3
"28",2454,33,4
"28",2454,34,6
"28",2454,35,7
"28",2454,36,8
"28",2454,37,5
"28",2454,38,3
"28",2454,39,1
"28",2454,40,4
"28",2454,41,4
"28",2454,42,4
"3",2454,23,1
"3",2454,24,2
"3",2454,25,3
"3",2454,26,5
"3",2454,27,5
"3",2454,28,9
"3",2454,29,8
"3",2454,30,8
"3",2454,31,7
"3",2454,32,9
"3",2454,33,11
"3",2454,34,13
"3",2454,35,13
"3",2454,36,13
"3",2454,37,8
"3",2454,38,5
"3",2454,39,3
"3",2454,40,2
"3",2454,41,1
"36",2454,23,1
"36",2454,24,1
"36",2454,25,1
"36",2454,33,1
"36",2454,34,2
"36",2454,35,2
"36",2454,36,1
"37",2454,23,1
"37",2454,24,1
"37",2454,25,1
"37",2454,33,1
"37",2454,34,1
"37",2454,35,1
"4",2454,3,1
"4",2454,4,1
"4",2454,5,1
"4",2454,23,1
"4",2454,24,3
"4",2454,25,6
"4",2454,26,7
"4",2454,27,8
"4",2454,28,10
"4",2454,29,14
"4",2454,30,17
"4",2454,31,21
"4",2454,32,19
"4",2454,33,17
"4",2454,34,15
"4",2454,35,19
"4",2454,36,20
"4",2454,37,17
"4",2454,38,9
"4",2454,39,5
"4",2454,40,2
"4",2454,41,2
"4",2454,42,1
"4",2454,44,1
"4",2454,45,1
"4",2454,46,1
"40",2454,14,1
"40",2454,15,2
"40",2454,16,3
"40",2454,17,2
"40",2454,18,3
"40",2454,19,2
"40",2454,20,2
"40",2454,21,1
"40",2454,22,1
"40",2454,23,2
"40",2454,24,1
"40",2454,25,1
"40",2454,26,1
"40",2454,27,1
"40",2454,28,2
"40",2454,29,1
"40",2454,30,1
"40",2454,34,2
"40",2454,35,2
"40",2454,36,2
"40",2454,37,1
"40",2454,38,1
"40",2454,39,1
"40",2454,40,2
"40",2454,41,2
"40",2454,42,2
"5",2454,3,1
"5",2454,4,1
"5",2454,5,1
"5",2454,23,1
"5",2454,24,3
"5",2454,25,4
"5",2454,26,6
"5",2454,27,6
"5",2454,28,11
"5",2454,29,12
"5",2454,30,12
"5",2454,31,15
"5",2454,32,19
"5",2454,33,21
"5",2454,34,22
"5",2454,35,26
"5",2454,36,28
"5",2454,37,20
"5",2454,38,9
"5",2454,39,3
"5",2454,40,2
"5",2454,41,1
"5",2454,42,1
"8",2454,28,1
"8",2454,29,2
"8",2454,30,2
"8",2454,31,3
"8",2454,32,3
"8",2454,33,3
"8",2454,34,5
"8",2454,35,7
"8",2454,36,12
"8",2454,37,9
"8",2454,38,6
"8",2454,39,1
"1",2455,34,1
"1",2455,35,1
"1",2455,36,1
"15",2455,20,1
"15",2455,21,2
"15",2455,22,5
"15",2455,23,4
"15",2455,24,5
"15",2455,25,3
"15",2455,26,7
"15",2455,27,6
"15",2455,28,8
"15",2455,29,6
"15",2455,30,7
"15",2455,31,6
"15",2455,32,6
"15",2455,33,8
"15",2455,34,8
"15",2455,35,8
"15",2455,36,6
"15",2455,37,7
"15",2455,38,6
"15",2455,39,4
"15",2455,40,1
"15",2455,42,3
"15",2455,43,3
"15",2455,44,3
"17",2455,32,2
"17",2455,33,2
"17",2455,34,2
"17",2455,36,1
"17",2455,37,1
"17",2455,38,1
"18",2455,22,1
"18",2455,23,1
"18",2455,24,1
"18",2455,27,1
"18",2455,28,2
"18",2455,29,7
"18",2455,30,13
"18",2455,31,18
"18",2455,32,14
"18",2455,33,8
"18",2455,34,4
"18",2455,35,4
"18",2455,36,3
"18",2455,37,2
"18",2455,38,1
"18",2455,39,1
"18",2455,44,1
"18",2455,45,1
"18",2455,46,1
"20",2455,22,1
"20",2455,23,2
"20",2455,24,2
"20",2455,25,1
"20",2455,28,1
"20",2455,29,4
"20",2455,30,8
"20",2455,31,12
"20",2455,32,11
"20",2455,33,8
"20",2455,34,9
"20",2455,35,10
"20",2455,36,9
"20",2455,37,3
"20",2455,41,1
"20",2455,42,1
"20",2455,43,1
"26",2455,23,1
"26",2455,24,1
"26",2455,25,1
"26",2455,27,1
"26",2455,28,2
"26",2455,29,2
"26",2455,30,2
"26",2455,31,3
"26",2455,32,3
"26",2455,33,5
"26",2455,34,6
"26",2455,35,10
"26",2455,36,7
"26",2455,37,4
"28",2455,19,1
"28",2455,20,2
"28",2455,21,2
"28",2455,22,4
"28",2455,23,5
"28",2455,24,6
"28",2455,25,3
"28",2455,26,2
"28",2455,27,1
"28",2455,28,2
"28",2455,29,3
"28",2455,30,6
"28",2455,31,7
"28",2455,32,7
"28",2455,33,6
"28",2455,34,6
"28",2455,35,6
"28",2455,36,4
"28",2455,37,4
"28",2455,38,3
"28",2455,39,4
"28",2455,40,2
"28",2455,41,1
"3",2455,29,1
"3",2455,30,3
"3",2455,31,7
"3",2455,32,6
"3",2455,33,15
"3",2455,34,12
"3",2455,35,23
"3",2455,36,14
"3",2455,37,15
"3",2455,38,5
"3",2455,39,4
"3",2455,40,2
"3",2455,41,1
"3",2455,42,1
"3",2455,43,1
"3",2455,44,1
"36",2455,31,1
"36",2455,32,1
"36",2455,33,1
"36",2455,35,1
"36",2455,36,1
"36",2455,37,4
"36",2455,38,3
"36",2455,39,4
"36",2455,40,1
"36",2455,41,1
"37",2455,30,1
"37",2455,31,1
"37",2455,32,1
"4",2455,27,1
"4",2455,28,3
"4",2455,29,8
"4",2455,30,13
"4",2455,31,19
"4",2455,32,16
"4",2455,33,20
"4",2455,34,21
"4",2455,35,24
"4",2455,36,16
"4",2455,37,8
"4",2455,38,4
"4",2455,39,2
"4",2455,40,1
"4",2455,42,1
"4",2455,43,1
"4",2455,44,1
"40",2455,14,1
"40",2455,15,1
"40",2455,16,1
"40",2455,20,1
"40",2455,21,1
"40",2455,22,1
"40",2455,36,1
"40",2455,37,1
"40",2455,38,1
"40",2455,41,1
"40",2455,42,1
"40",2455,43,1
"41",2455,20,1
"41",2455,21,1
"41",2455,22,1
"5",2455,24,1
"5",2455,25,2
"5",2455,26,3
"5",2455,27,3
"5",2455,28,4
"5",2455,29,12
"5",2455,30,17
"5",2455,31,26
"5",2455,32,18
"5",2455,33,23
"5",2455,34,19
"5",2455,35,22
"5",2455,36,16
"5",2455,37,12
"5",2455,38,9
"5",2455,39,5
"5",2455,40,2
"5",2455,41,2
"5",2455,42,1
"5",2455,43,1
"8",2455,30,1
"8",2455,31,1
"8",2455,32,1
"8",2455,33,3
"8",2455,34,3
"8",2455,35,3
"8",2455,39,1
"8",2455,40,1
"8",2455,41,1
"19",2456,1,1
"19",2456,2,1
"19",2456,3,1
"19",2456,25,1
"19",2456,26,1
"19",2456,27,1
"19",2456,29,1
"19",2456,30,3
"19",2456,31,4
"19",2456,32,4
"19",2456,33,5
"19",2456,34,4
"19",2456,35,4
"19",2456,36,1
"19",2456,37,5
"19",2456,38,5
"19",2456,39,6
"19",2456,40,2
"19",2456,41,1
"21",2456,34,4
"21",2456,35,4
"21",2456,36,4
"26",2456,22,1
"26",2456,23,1
"26",2456,24,1
"26",2456,26,2
"26",2456,27,4
"26",2456,28,5
"26",2456,29,3
"26",2456,30,1
"26",2456,31,3
"26",2456,32,3
"26",2456,33,3
"26",2456,34,5
"26",2456,35,5
"26",2456,36,5
"26",2456,37,2
"26",2456,38,2
"26",2456,39,4
"26",2456,40,2
"26",2456,41,2
"37",2456,18,1
"37",2456,19,2
"37",2456,20,2
"37",2456,21,1
"37",2456,24,1
"37",2456,25,3
"37",2456,26,3
"37",2456,27,5
"37",2456,28,4
"37",2456,29,4
"37",2456,30,1
"4",2456,29,2
"4",2456,30,2
"4",2456,31,4
"4",2456,32,2
"4",2456,33,2
"4",2456,34,3
"4",2456,35,3
"4",2456,36,3
"4",2456,37,1
"4",2456,38,1
"4",2456,39,1
"40",2456,21,1
"40",2456,22,1
"40",2456,23,2
"40",2456,24,1
"40",2456,25,1
"40",2456,31,1
"40",2456,32,3
"40",2456,33,3
"40",2456,34,3
"40",2456,35,1
"40",2456,36,1
"5",2456,24,1
"5",2456,25,1
"5",2456,26,2
"5",2456,27,2
"5",2456,28,2
"5",2456,29,1
"5",2456,31,3
"5",2456,32,5
"5",2456,33,5
"5",2456,34,6
"5",2456,35,4
"5",2456,36,4
"5",2456,37,1
"5",2456,38,2
"5",2456,39,6
"5",2456,40,5
"5",2456,41,4
"7",2456,28,1
"7",2456,29,1
"7",2456,30,1
"7",2456,35,2
"7",2456,36,2
"7",2456,37,2
"18",2457,29,1
"18",2457,30,1
"18",2457,31,1
"18",2457,34,1
"18",2457,35,2
"18",2457,36,2
"18",2457,37,1
"20",2457,33,3
"20",2457,34,3
"20",2457,35,3
"26",2457,27,1
"26",2457,28,1
"26",2457,29,1
"26",2457,38,1
"26",2457,39,1
"26",2457,40,1
"36",2457,10,1
"36",2457,11,1
"36",2457,12,1
"4",2457,32,2
"4",2457,33,6
"4",2457,34,6
"4",2457,35,7
"4",2457,36,3
"4",2457,37,3
"40",2457,7,1
"40",2457,8,1
"40",2457,9,1
"40",2457,19,1
"40",2457,20,1
"40",2457,21,2
"40",2457,22,2
"40",2457,23,2
"40",2457,24,1
"40",2457,27,2
"40",2457,28,2
"40",2457,29,2
"40",2457,32,2
"40",2457,33,2
"40",2457,34,2
"40",2457,35,2
"40",2457,36,3
"40",2457,37,3
"40",2457,38,1
"40",2457,39,1
"40",2457,40,1
"40",2457,41,1
"5",2457,32,1
"5",2457,33,1
"5",2457,34,1
"26",2458,30,1
"26",2458,31,1
"26",2458,32,1
"26",2458,33,1
"26",2458,34,1
"26",2458,35,1
"37",2458,30,1
"37",2458,31,1
"37",2458,32,1
"4",2458,33,1
"4",2458,34,1
"4",2458,35,1
"4",2458,39,1
"4",2458,40,1
"4",2458,41,1
"40",2458,5,1
"40",2458,6,1
"40",2458,7,1
"40",2458,18,1
"40",2458,19,3
"40",2458,20,3
"40",2458,21,2
"40",2458,22,1
"40",2458,23,1
"40",2458,24,1
"40",2458,28,1
"40",2458,29,1
"40",2458,30,1
"5",2458,30,1
"5",2458,31,1
"5",2458,32,1
"15",2459,19,1
"15",2459,20,1
"15",2459,21,2
"15",2459,22,3
"15",2459,23,5
"15",2459,24,4
"15",2459,25,2
"15",2459,26,1
"15",2459,27,4
"15",2459,28,4
"15",2459,29,3
"15",2459,30,1
"15",2459,31,1
"15",2459,32,1
"15",2459,34,1
"15",2459,35,1
"15",2459,36,2
"15",2459,37,1
"15",2459,38,1
"18",2459,22,2
"18",2459,23,4
"18",2459,24,4
"18",2459,25,3
"18",2459,26,1
"18",2459,27,4
"18",2459,28,3
"18",2459,29,4
"18",2459,30,2
"18",2459,31,2
"18",2459,32,1
"20",2459,31,1
"20",2459,32,1
"20",2459,33,1
"21",2459,31,1
"21",2459,32,1
"21",2459,33,1
"26",2459,28,2
"26",2459,29,2
"26",2459,30,3
"26",2459,31,1
"26",2459,32,1
"26",2459,35,1
"26",2459,36,1
"26",2459,37,1
"28",2459,17,1
"28",2459,18,1
"28",2459,19,1
"28",2459,20,1
"28",2459,21,1
"28",2459,22,2
"28",2459,23,1
"28",2459,24,1
"28",2459,26,1
"28",2459,27,1
"28",2459,28,2
"28",2459,29,3
"28",2459,30,5
"28",2459,31,5
"28",2459,32,3
"28",2459,33,1
"28",2459,36,1
"28",2459,37,1
"28",2459,38,1
"3",2459,24,1
"3",2459,25,1
"3",2459,26,1
"3",2459,27,4
"3",2459,28,4
"3",2459,29,4
"3",2459,31,1
"3",2459,32,1
"3",2459,33,1
"36",2459,20,1
"36",2459,21,1
"36",2459,22,1
"36",2459,33,1
"36",2459,34,1
"36",2459,35,1
"37",2459,29,1
"37",2459,30,2
"37",2459,31,3
"37",2459,32,2
"37",2459,33,1
"37",2459,36,1
"37",2459,37,1
"37",2459,38,1
"4",2459,20,1
"4",2459,21,1
"4",2459,22,1
"4",2459,27,2
"4",2459,28,4
"4",2459,29,6
"4",2459,30,7
"4",2459,31,5
"4",2459,32,3
"40",2459,14,1
"40",2459,15,1
"40",2459,16,1
"40",2459,18,1
"40",2459,19,1
"40",2459,20,1
"40",2459,23,3
"40",2459,24,3
"40",2459,25,3
"40",2459,27,1
"40",2459,28,1
"40",2459,29,1
"5",2459,20,1
"5",2459,21,1
"5",2459,22,1
"5",2459,23,1
"5",2459,24,1
"5",2459,25,1
"5",2459,27,2
"5",2459,28,4
"5",2459,29,5
"5",2459,30,6
"5",2459,31,4
"5",2459,32,3
"7",2459,19,1
"7",2459,20,1
"7",2459,21,1
"7",2459,27,4
"7",2459,28,5
"7",2459,29,5
"7",2459,30,1
"7",2459,31,1
"7",2459,32,1
"7",2459,33,1
"8",2459,35,1
"8",2459,36,2
"8",2459,37,2
"8",2459,38,1
"8",2459,39,3
"8",2459,40,3
"8",2459,41,3
"21",2460,21,1
"21",2460,22,3
"21",2460,23,4
"21",2460,24,5
"21",2460,25,3
"21",2460,26,3
"21",2460,27,2
"21",2460,28,4
"21",2460,29,3
"21",2460,30,2
"21",2460,33,2
"21",2460,34,3
"21",2460,35,6
"21",2460,36,5
"21",2460,37,5
"21",2460,38,3
"21",2460,39,3
"21",2460,40,2
"21",2460,41,1
"26",2460,22,1
"26",2460,23,7
"26",2460,24,11
"26",2460,25,14
"26",2460,26,11
"26",2460,27,9
"26",2460,28,14
"26",2460,29,14
"26",2460,30,16
"26",2460,31,14
"26",2460,32,11
"26",2460,33,10
"26",2460,34,8
"26",2460,35,13
"26",2460,36,12
"26",2460,37,7
"26",2460,38,4
"26",2460,39,2
"26",2460,40,3
"26",2460,41,1
"26",2460,42,1
"36",2460,17,1
"36",2460,18,1
"36",2460,19,3
"36",2460,20,2
"36",2460,21,2
"36",2460,22,1
"36",2460,23,1
"36",2460,24,1
"36",2460,32,1
"36",2460,33,2
"36",2460,34,2
"36",2460,35,1
"37",2460,14,2
"37",2460,15,2
"37",2460,16,3
"37",2460,17,1
"37",2460,18,1
"37",2460,20,4
"37",2460,21,5
"37",2460,22,7
"37",2460,23,5
"37",2460,24,4
"37",2460,25,2
"37",2460,36,3
"37",2460,37,4
"37",2460,38,6
"37",2460,39,3
"37",2460,40,2
"4",2460,27,3
"4",2460,28,4
"4",2460,29,6
"4",2460,30,5
"4",2460,31,5
"4",2460,32,4
"4",2460,33,6
"4",2460,34,11
"4",2460,35,12
"4",2460,36,10
"4",2460,37,5
"4",2460,38,4
"4",2460,39,5
"4",2460,40,5
"4",2460,41,4
"4",2460,42,1
"40",2460,18,1
"40",2460,19,1
"40",2460,20,2
"40",2460,21,1
"40",2460,22,1
"40",2460,29,1
"40",2460,30,1
"40",2460,31,1
"40",2460,34,1
"40",2460,35,2
"40",2460,36,2
"40",2460,37,1
"40",2460,38,1
"40",2460,39,1
"40",2460,40,1
"5",2460,23,1
"5",2460,24,1
"5",2460,25,1
"5",2460,26,2
"5",2460,27,3
"5",2460,28,5
"5",2460,29,3
"5",2460,30,2
"5",2460,33,1
"5",2460,34,3
"5",2460,35,3
"5",2460,36,2
"5",2460,39,1
"5",2460,40,1
"5",2460,41,1
"5",2460,42,1
"5",2460,43,1
"5",2460,44,1
"11",2461,34,1
"11",2461,35,1
"11",2461,36,1
"15",2461,41,3
"15",2461,42,3
"15",2461,43,3
"18",2461,30,1
"18",2461,31,1
"18",2461,32,1
"18",2461,34,1
"18",2461,35,1
"18",2461,36,1
"25",2461,30,1
"25",2461,31,1
"25",2461,32,1
"26",2461,34,2
"26",2461,35,2
"26",2461,36,2
"28",2461,29,1
"28",2461,30,2
"28",2461,31,2
"28",2461,32,1
"32",2461,27,1
"32",2461,28,1
"32",2461,29,1
"36",2461,28,1
"36",2461,29,1
"36",2461,30,1
"36",2461,39,1
"36",2461,40,1
"36",2461,41,1
"37",2461,39,1
"37",2461,40,1
"37",2461,41,1
"4",2461,29,2
"4",2461,30,2
"4",2461,31,2
"4",2461,34,1
"4",2461,35,1
"4",2461,36,1
"4",2461,39,1
"4",2461,40,1
"4",2461,41,1
"4",2461,43,1
"4",2461,44,1
"4",2461,45,1
"40",2461,4,1
"40",2461,5,1
"40",2461,6,1
"40",2461,20,1
"40",2461,21,2
"40",2461,22,2
"40",2461,23,2
"40",2461,24,1
"40",2461,25,1
"40",2461,34,1
"40",2461,35,1
"40",2461,36,1
"40",2461,40,1
"40",2461,41,1
"40",2461,42,1
"42",2461,38,1
"42",2461,39,1
"42",2461,40,1
"5",2461,28,1
"5",2461,29,1
"5",2461,30,1
"5",2461,34,1
"5",2461,35,1
"5",2461,36,2
"5",2461,37,1
"5",2461,38,1
"8",2461,34,1
"8",2461,35,1
"8",2461,36,1
"26",2462,22,1
"26",2462,23,1
"26",2462,24,2
"26",2462,25,2
"26",2462,26,2
"26",2462,27,1
"26",2462,28,1
"26",2462,29,1
"26",2462,30,1
"12",2463,20,2
"12",2463,21,2
"12",2463,22,2
"15",2463,21,3
"15",2463,22,4
"15",2463,23,5
"15",2463,24,2
"15",2463,25,1
"15",2463,27,1
"15",2463,28,3
"15",2463,29,4
"15",2463,30,3
"15",2463,31,3
"15",2463,32,4
"15",2463,33,4
"15",2463,34,2
"15",2463,37,2
"15",2463,38,2
"15",2463,39,2
"18",2463,28,2
"18",2463,29,2
"18",2463,30,2
"18",2463,31,1
"18",2463,32,1
"18",2463,33,2
"18",2463,34,1
"18",2463,35,2
"18",2463,36,1
"18",2463,37,1
"18",2463,41,1
"18",2463,42,1
"18",2463,43,1
"20",2463,28,2
"20",2463,29,3
"20",2463,30,4
"20",2463,31,4
"20",2463,32,7
"20",2463,33,7
"20",2463,34,5
"20",2463,35,1
"20",2463,40,1
"20",2463,41,1
"20",2463,42,1
"26",2463,25,1
"26",2463,26,1
"26",2463,27,1
"28",2463,21,2
"28",2463,22,2
"28",2463,23,3
"28",2463,24,1
"28",2463,25,1
"28",2463,28,2
"28",2463,29,3
"28",2463,30,3
"28",2463,31,6
"28",2463,32,10
"28",2463,33,11
"28",2463,34,7
"28",2463,35,3
"28",2463,36,2
"28",2463,37,2
"28",2463,38,6
"28",2463,39,6
"28",2463,40,5
"28",2463,42,1
"28",2463,43,1
"28",2463,44,1
"36",2463,14,1
"36",2463,15,1
"36",2463,16,3
"36",2463,17,2
"36",2463,18,3
"36",2463,19,1
"36",2463,20,1
"36",2463,28,1
"36",2463,29,1
"36",2463,30,1
"36",2463,31,1
"36",2463,32,1
"36",2463,33,1
"37",2463,26,1
"37",2463,27,1
"37",2463,28,2
"37",2463,29,1
"37",2463,30,1
"37",2463,31,2
"37",2463,32,2
"37",2463,33,2
"4",2463,28,1
"4",2463,29,1
"4",2463,30,1
"4",2463,33,1
"4",2463,34,1
"4",2463,35,1
"40",2463,12,1
"40",2463,13,1
"40",2463,14,1
"40",2463,16,1
"40",2463,17,2
"40",2463,18,4
"40",2463,19,3
"40",2463,20,2
"40",2463,21,1
"40",2463,22,1
"40",2463,23,1
"40",2463,27,1
"40",2463,28,3
"40",2463,29,3
"40",2463,30,2
"40",2463,33,1
"40",2463,34,1
"40",2463,35,1
"40",2463,36,1
"40",2463,37,1
"40",2463,38,1
"40",2463,41,1
"40",2463,42,1
"40",2463,43,2
"40",2463,44,1
"40",2463,45,1
"5",2463,26,1
"5",2463,27,2
"5",2463,28,6
"5",2463,29,5
"5",2463,30,4
"5",2463,31,2
"5",2463,32,3
"5",2463,33,3
"5",2463,34,1
"5",2463,37,1
"5",2463,38,2
"5",2463,39,2
"5",2463,40,1
"8",2463,33,1
"8",2463,34,1
"8",2463,35,1
"8",2463,37,1
"8",2463,38,2
"8",2463,39,2
"8",2463,40,1
"26",2464,34,1
"26",2464,35,1
"26",2464,36,1
"4",2464,25,1
"4",2464,26,1
"4",2464,27,1
"4",2464,34,1
"4",2464,35,1
"4",2464,36,1
"40",2464,34,1
"40",2464,35,1
"40",2464,36,1
"5",2464,20,1
"5",2464,21,1
"5",2464,22,1
"26",2466,27,1
"26",2466,28,1
"26",2466,29,1
"26",2467,26,1
"26",2467,27,2
"26",2467,28,2
"26",2467,29,1
"40",2468,38,1
"40",2468,39,1
"40",2468,40,1
"40",2470,27,1
"40",2470,28,1
"40",2470,29,1
"26",2471,23,1
"26",2471,24,1
"26",2471,25,1
"26",2471,35,2
"26",2471,36,2
"26",2471,37,2
"4",2471,33,1
"4",2471,34,1
"4",2471,35,1
"40",2471,40,1
"40",2471,41,1
"40",2471,42,1
"5",2471,28,1
